,Player,* = NCAA Tournament appearance,Conference,Games,Games Started,Minutes Played Per Game,Field Goals Per Game,Field Goal Attempts Per Game,Field Goal Percentage,2-Point Field Goals Per Game,2-Point Field Goal Attempts Per Game,2-Point Field Goal Percentage,3-Point Field Goals Per Game,3-Point Field Goal Attempts Per Game,3-Point Field Goal Percentage,Free Throws Per Game,Free Throw Attempts Per Game,Free Throw Percentage,Offensive Rebounds Per Game,Defensive Rebounds Per Game,Total Rebounds Per Game,Assists Per Game,Steals Per Game,Blocks Per Game,Turnovers Per Game,Personal Fouls Per Game,Points Per Game, ,"Strength of ScheduleA rating of strength of schedule. The rating is denominated in points above/below average, where zero is average. Non-Division I games are excluded from the ratings."
0,Chris Jent,Ohio State,,123,67,22.9,3.0,6.9,.434,2.1,4.6,.462,0.9,2.4,.382,1.2,1.7,.743,,,3.9,1.7,0.9,0.1,1.5,2.5,8.2,,9.86
0,James Blackwell,Dartmouth,,91,22,27.5,4.1,9.4,.437,3.6,7.8,.459,0.5,1.6,.333,3.4,4.5,.765,,,2.7,3.7,1.7,0.1,3.4,2.3,12.2,,-7.81
0,Travis Hansen,BYU,,86,71,27.4,4.3,9.8,.434,3.4,7.4,.455,0.9,2.4,.369,3.8,4.9,.774,1.4,3.4,4.8,1.7,0.7,0.4,2.0,2.8,13.2,,4.70
0,Joey Dorsey,Memphis,,149,112,21.7,2.7,4.4,.614,2.7,4.4,.614,0.0,0.0,,1.3,3.1,.420,3.4,4.7,8.1,0.5,1.1,1.8,1.3,3.1,6.7,,4.83
0,Donald Hodge,Temple,,65,,35.5,4.8,8.9,.538,4.8,8.9,.538,0.0,0.0,,3.7,5.2,.714,,,7.5,0.9,0.8,0.8,2.0,2.5,13.3,,5.15
0,C.J. Watson,Tennessee,,119,118,34.1,3.6,8.4,.432,2.2,4.8,.458,1.4,3.5,.396,3.4,4.3,.777,0.6,3.1,3.7,4.8,1.7,0.1,2.7,2.2,12.0,,7.80
0,Luke Babbitt,Nevada,,68,68,34.9,6.5,13.6,.480,5.4,11.0,.494,1.1,2.6,.421,5.2,5.8,.893,2.0,6.2,8.1,1.8,0.9,0.8,2.1,2.2,19.4,,1.98
0,Alphonso Ford,Mississippi Valley State,,109,,32.8,10.3,22.7,.454,7.2,13.6,.531,3.1,9.0,.338,5.4,7.1,.763,,,5.4,2.7,2.0,0.3,2.8,2.8,29.0,,-6.59
0,Caron Butler,UConn,,63,62,34.5,6.4,13.8,.465,5.7,11.9,.482,0.7,1.9,.364,4.5,5.9,.768,3.3,4.3,7.6,3.0,2.1,0.3,2.7,2.4,18.0,,6.43
0,Allonzo Trier,Arizona,,78,67,31.5,5.1,10.6,.479,3.2,5.7,.566,1.8,4.9,.378,4.7,5.7,.827,0.4,3.3,3.7,2.4,0.5,0.2,2.0,1.8,16.8,,7.23
0,Willie Anderson,Georgia,,107,29,26.0,5.1,10.2,.501,,,.525,,,.324,2.1,2.6,.784,,,3.9,3.1,1.3,1.1,2.8,2.4,12.6,,7.91
0,Derek Hood,Arkansas,,131,122,25.1,4.0,7.9,.510,4.0,7.9,.511,0.0,0.0,.000,1.5,2.5,.583,,,7.6,1.6,1.1,0.8,2.2,3.3,9.5,,6.72
0,Earl Clark,Louisville,,104,63,26.7,4.0,8.6,.467,3.5,6.8,.512,0.5,1.8,.298,2.0,3.2,.640,2.1,4.9,7.0,1.7,0.9,1.2,2.1,1.7,10.6,,8.03
0,Marreese Speights,Florida,,69,36,15.4,4.0,6.2,.633,4.0,6.2,.633,0.0,0.0,,1.6,2.3,.688,1.9,3.6,5.4,0.5,0.3,0.9,1.1,1.7,9.5,,6.16
0,Johnny Newman,Richmond,,122,,34.5,7.6,14.4,.532,,,,,,,4.2,5.3,.800,,,5.5,1.0,1.1,0.7,2.3,2.9,19.5,,0.63
0,Brian Evans,Indiana,,124,88,29.1,4.6,10.2,.449,3.1,6.5,.473,1.5,3.7,.408,3.1,3.8,.800,,,6.0,2.7,0.8,0.4,1.8,1.9,13.7,,10.77
0,Robert Horry,Alabama,,134,108,28.0,4.3,9.3,.458,3.3,6.7,.492,1.0,2.6,.371,2.4,3.2,.742,,,6.9,1.8,1.3,2.1,2.2,2.7,11.9,,6.32
0,Eric Maynor,VCU,,130,104,30.7,5.0,11.2,.449,3.9,8.3,.477,1.1,3.0,.370,3.9,4.9,.791,0.5,2.9,3.4,5.2,1.3,0.2,2.4,2.0,15.0,,-0.76
0,Tony Allen,Oklahoma State,,67,62,31.4,5.5,11.5,.477,4.7,9.3,.508,0.8,2.2,.347,3.5,5.2,.682,1.7,3.7,5.5,2.9,2.0,0.8,2.8,2.9,15.3,,7.84
0,Gian Clavell,Colorado State,,70,39,31.0,5.0,11.9,.418,2.9,6.0,.473,2.1,5.9,.362,3.1,4.4,.698,0.9,4.2,5.2,1.7,1.3,0.6,1.6,2.2,15.2,,1.47
0,Travis Leslie,Georgia,,90,68,26.1,4.6,9.6,.482,4.4,9.0,.492,0.2,0.6,.333,2.7,3.7,.743,2.7,3.4,6.1,2.1,1.1,0.7,2.0,1.8,12.2,,6.56
0,Tyler Davis,Dartmouth,,43,0,5.0,0.4,1.3,.296,0.2,0.7,.357,0.1,0.6,.231,0.5,0.8,.629,0.2,0.4,0.6,0.2,0.2,0.1,0.3,0.9,1.4,,-6.17
0,Kyle Collinsworth,BYU,,140,128,30.9,4.4,9.2,.477,4.2,8.5,.495,0.2,0.8,.280,3.2,4.9,.642,2.2,5.3,7.5,5.0,1.6,0.4,2.6,2.2,12.2,,4.71
0,Billy Thompson,Louisville,,143,105,28.4,4.6,8.6,.528,,,,,,,2.7,3.7,.719,,,5.4,3.2,0.8,1.3,3.3,3.0,11.8,,8.91
0,George King,Colorado,,127,89,22.6,3.5,7.9,.444,2.1,4.3,.478,1.4,3.6,.401,1.8,2.4,.731,1.4,3.9,5.4,0.7,0.4,0.3,1.5,1.8,10.2,,7.36
0,Tamar Slay,Marshall,,114,87,28.8,5.5,12.4,.443,3.3,6.7,.491,2.2,5.7,.386,2.5,3.4,.749,,,4.4,2.2,1.2,0.5,2.4,2.3,15.7,,0.61
0,Dave Corzine,DePaul,,111,,,7.1,14.5,.492,,,,,,,2.9,3.9,.741,,,10.4,3.2,,,,2.7,17.1,,3.05
0,Adreian Payne,Michigan State,,138,94,20.0,3.2,6.2,.526,2.8,5.1,.551,0.4,1.1,.409,2.0,2.7,.755,1.5,3.8,5.3,0.6,0.6,1.0,1.4,2.2,8.9,,10.35
0,Adrian Griffin,Seton Hall,,123,89,26.7,4.4,8.8,.506,4.3,8.2,.522,0.2,0.6,.278,2.4,3.7,.654,,,6.5,2.2,1.7,0.5,1.9,2.2,11.5,,8.70
0,Tyrus Thomas,LSU,,32,21,25.9,4.8,7.8,.608,4.7,7.8,.606,0.0,0.0,1.000,2.8,4.3,.657,2.8,6.4,9.2,1.3,1.0,3.1,1.8,2.6,12.3,,8.77
0,Gerald Fitch,Kentucky,,127,107,26.3,3.6,8.0,.452,2.1,4.1,.507,1.6,4.0,.396,2.1,2.9,.736,1.3,2.9,4.2,1.8,1.2,0.1,1.6,1.9,11.0,,10.23
0,Chad Gallagher,Creighton,,124,77,31.7,6.5,11.9,.551,6.4,11.7,.551,0.1,0.2,.545,2.8,3.9,.720,,,7.2,1.0,0.6,1.5,2.5,3.2,16.0,,3.00
0,Tracy Moore,Tulsa,,121,100,29.2,5.8,12.7,.461,,,.446,,,.454,2.8,3.8,.733,,,3.3,1.8,0.7,0.1,2.2,2.7,15.1,,3.72
0,Randolph Morris,Kentucky,,89,79,23.8,4.7,8.1,.578,4.7,8.1,.578,0.0,0.0,,3.2,4.9,.661,1.8,4.2,6.0,0.8,0.8,1.4,1.6,2.8,12.6,,9.46
0,Patricio Garino,George Washington,,129,117,30.1,4.4,8.7,.508,3.6,6.5,.556,0.8,2.2,.364,2.4,3.6,.671,1.6,2.8,4.3,1.7,1.7,0.7,2.2,2.6,12.0,,3.73
0,Coby Karl,Boise State,,127,111,29.7,3.9,9.5,.413,1.8,3.9,.474,2.1,5.6,.371,3.4,4.3,.787,0.7,3.3,4.0,3.2,0.9,0.5,2.7,2.7,13.4,,1.46
0,Steven Smith,La Salle,,107,106,35.9,6.6,14.3,.463,5.5,11.0,.504,1.1,3.3,.326,3.9,4.9,.794,2.4,5.7,8.1,1.7,1.2,0.7,3.3,2.9,18.1,,1.87
0,Treveon Graham,VCU,,140,102,25.4,4.4,10.2,.432,3.0,6.2,.483,1.4,4.0,.354,3.2,4.6,.691,2.1,3.7,5.8,1.4,0.8,0.2,1.4,2.1,13.4,,4.00
0,Jake Layman,Maryland,,141,115,27.9,3.4,7.7,.445,2.0,3.8,.530,1.4,3.9,.362,1.9,2.6,.759,1.1,3.7,4.8,1.1,0.9,0.8,1.4,1.9,10.2,,7.17
0,Melvin Sanders,Oklahoma State,,94,94,28.5,3.7,8.7,.431,2.4,4.8,.501,1.3,3.9,.345,1.1,1.7,.639,1.1,3.3,4.4,1.3,1.4,0.3,1.5,2.8,9.9,,6.65
0,Jimmy Butler,Marquette,,106,69,29.6,3.7,7.2,.508,3.3,6.4,.525,0.3,0.9,.383,4.3,5.6,.773,2.3,3.1,5.5,1.7,1.1,0.5,1.0,1.7,12.0,,8.21
0,Tyler Zeller,UNC,,117,75,23.0,4.7,8.6,.543,4.7,8.6,.544,0.0,0.0,.000,3.5,4.5,.775,2.7,4.0,6.7,0.6,0.7,1.1,1.4,2.3,12.8,,8.85
0,Darius Morris,Michigan,,67,53,29.8,3.8,8.0,.469,3.4,6.5,.528,0.3,1.5,.223,2.0,2.9,.695,0.7,2.3,2.9,4.8,0.8,0.1,2.3,2.0,9.9,,10.03
0,Gilbert Arenas,Arizona,,70,64,30.5,5.6,12.1,.466,4.1,7.9,.523,1.5,4.2,.361,3.0,4.0,.738,,,3.8,2.2,1.9,0.2,2.7,2.4,15.8,,11.13
0,Norman Powell,UCLA,,141,83,25.2,3.6,7.7,.461,2.8,5.2,.533,0.8,2.5,.314,1.8,2.5,.746,0.4,2.6,3.0,1.5,1.1,0.4,1.3,2.0,9.8,,7.25
0,Sean Lampley,California,,123,99,30.5,5.4,10.9,.494,5.2,10.2,.512,0.1,0.7,.210,3.6,5.3,.671,,,7.2,2.4,0.7,0.6,2.7,2.5,14.4,,8.39
0,Cam Reddish,Duke,,36,35,29.7,4.3,12.0,.356,1.8,4.6,.394,2.5,7.4,.333,2.4,3.2,.772,0.6,3.1,3.7,1.9,1.6,0.6,2.7,2.4,13.5,,11.98
0,Steve Novak,Marquette,,126,89,27.0,3.8,8.4,.456,1.0,2.3,.443,2.8,6.1,.461,1.9,2.1,.931,1.0,3.2,4.2,1.0,0.5,0.1,1.1,2.0,12.4,,6.07
0,Tim Legler,La Salle,,121,77,32.3,5.5,11.3,.486,,,.502,,,.456,1.8,2.2,.791,,,3.9,2.0,0.9,0.1,1.4,2.4,14.0,,-2.03
0,Devon Hall,Virginia,,128,89,24.0,2.4,5.7,.419,1.5,3.4,.440,0.9,2.3,.389,1.2,1.5,.807,0.3,2.8,3.2,2.1,0.6,0.2,0.9,1.4,6.9,,9.73
0,Eric Riley,Michigan,,126,29,18.0,2.4,4.5,.531,2.4,4.4,.534,0.0,0.0,.000,1.4,2.1,.670,,,5.2,0.6,0.4,1.3,1.5,2.8,6.2,,10.74
0,Marlon Garnett,Santa Clara,,106,4,28.8,4.1,9.3,.443,2.2,4.4,.496,2.0,5.0,.398,2.4,3.1,.787,,,3.3,1.5,0.7,0.1,,,12.7,,2.57
0,Sam Young,Pitt,,143,78,25.5,5.0,10.1,.498,4.2,7.8,.539,0.8,2.3,.356,2.4,3.4,.692,1.8,3.2,5.0,1.0,0.8,0.8,1.9,1.7,13.2,,8.00
0,Jonathan Isaac,Florida State,,32,32,26.2,4.1,8.0,.508,3.1,5.2,.593,1.0,2.8,.348,2.9,3.7,.780,1.8,6.1,7.8,1.2,1.2,1.5,1.5,2.2,12.0,,8.87
0,Pat Garrity,Notre Dame,,111,111,32.9,6.7,13.8,.488,5.8,11.3,.516,0.9,2.5,.358,4.4,5.9,.747,,,7.0,2.0,0.8,0.6,3.1,2.8,18.8,,6.82
0,Bob Hansen,Iowa,,111,,35.0,4.0,8.5,.471,5.6,11.5,.486,0.3,0.6,.500,2.3,3.1,.721,,,3.7,2.3,0.9,0.2,,2.1,10.3,,7.96
0,Stevin Smith,Arizona State,,115,27,31.8,4.5,11.0,.408,1.7,3.3,.516,2.8,7.7,.363,2.7,3.6,.773,,,2.6,3.6,2.1,0.1,,,14.5,,7.84
0,Marcus Liberty,Illinois,,65,53,26.2,5.0,10.0,.495,4.8,9.5,.499,0.2,0.5,.424,2.5,3.2,.769,,,5.3,1.2,1.1,0.6,1.6,2.3,12.6,,11.16
0,Dennis Johnson*,Pepperdine,,27,,34.4,6.7,14.0,.479,,,,,,,2.3,4.1,.563,,,5.8,2.4,,,3.3,3.0,15.7,,1.50
0,Mychel Thompson,Pepperdine,,128,114,29.1,3.8,10.7,.357,2.3,6.1,.380,1.5,4.6,.326,1.9,2.5,.760,1.3,3.0,4.3,1.6,1.1,0.6,1.7,2.1,11.0,,1.05
0,Jim Thomas,Indiana,,113,65,23.3,2.6,5.1,.512,,,,,,,1.4,1.9,.773,,,4.2,2.4,0.9,0.1,1.6,1.8,6.6,,8.45
0,Willie Reed,Saint Louis,,67,54,24.7,4.1,7.1,.574,4.1,7.1,.574,0.0,0.0,,2.0,4.1,.500,2.1,4.2,6.3,0.5,0.5,1.7,1.4,2.4,10.2,,1.77
0,Nate Huffman,Central Michigan,,46,17,28.3,5.7,9.9,.581,5.1,8.5,.602,0.6,1.3,.452,3.8,5.1,.742,,,9.4,1.6,0.9,2.0,2.5,,15.8,,1.56
0,Tom Gugliotta,NC State,,112,90,29.3,5.0,10.6,.476,3.4,6.6,.516,1.6,4.0,.408,2.0,3.0,.668,,,7.3,2.1,1.5,0.6,2.1,2.2,13.7,,9.16
0,Darius Garland,Vanderbilt,,5,5,27.8,5.8,10.8,.537,3.6,6.2,.581,2.2,4.6,.478,2.4,3.2,.750,0.4,3.4,3.8,2.6,0.8,0.4,3.0,1.4,16.2,,7.79
0,Joel Bolomboy,Weber State,,130,90,28.8,3.8,7.2,.528,3.5,6.4,.547,0.3,0.7,.371,3.6,5.0,.713,3.2,6.9,10.1,0.7,0.6,1.4,2.0,2.3,11.4,,-4.62
0,Bol Bol,Oregon,,9,9,29.8,8.2,14.7,.561,6.8,11.9,.570,1.4,2.8,.520,3.1,4.1,.757,2.1,7.4,9.6,1.0,0.8,2.7,2.0,1.7,21.0,,6.13
0,Jerome Robinson,Bradley,,113,68,25.1,2.7,6.2,.440,1.9,3.9,.477,0.8,2.3,.375,2.1,2.8,.741,,,3.2,1.8,0.8,0.6,1.5,1.8,8.4,,3.22
0,Talen Horton-Tucker,Iowa State,,35,34,27.2,4.4,10.9,.406,3.0,6.4,.475,1.4,4.5,.308,1.6,2.5,.625,0.7,4.2,4.9,2.3,1.3,0.7,1.7,2.3,11.8,,9.30
0,Jason Kidd*,California,,59,29,33.5,5.1,10.8,.468,3.8,7.0,.541,1.3,3.8,.333,3.5,5.1,.677,,,5.9,8.4,3.5,0.3,4.1,2.5,14.9,,7.20
0,Ed Nealy,Kansas State,,123,118,33.5,4.2,8.5,.499,,,,,,,2.2,3.1,.700,,,8.7,2.2,1.2,0.2,,2.4,10.6,,5.68
0,Udonis Haslem,Florida,,130,125,24.9,4.9,8.3,.584,4.9,8.3,.586,0.0,0.0,.000,4.0,5.9,.666,,,6.4,1.1,0.8,0.9,2.3,3.1,13.7,,7.50
0,Trajan Langdon,Duke,,136,129,28.8,4.6,10.1,.451,2.1,4.3,.486,2.5,5.9,.426,2.8,3.3,.862,,,2.9,1.9,0.9,0.2,1.5,2.1,14.5,,10.15
0,Stanley Roberts,LSU,,32,,26.8,6.3,11.2,.560,6.3,11.1,.562,0.0,0.0,.000,1.6,3.5,.459,,,9.8,1.3,0.6,1.9,1.8,3.8,14.1,,7.61
0,Maalik Wayns,Villanova,,95,56,25.9,4.0,9.7,.412,3.0,6.3,.478,1.0,3.4,.291,3.6,4.2,.848,0.5,2.2,2.7,3.4,0.9,0.0,2.3,2.3,12.5,,7.87
0,Antonio Daniels,Bowling Green State,,111,79,33.3,5.9,11.4,.515,5.1,9.5,.540,0.8,1.9,.396,3.6,4.8,.758,,,2.9,5.2,1.5,0.3,2.8,1.5,16.1,,1.36
0,Rickey Green,Michigan,,60,59,,8.2,16.8,.487,,,,,,,3.4,4.4,.776,,,3.3,4.2,,,2.4,2.5,19.7,,7.21
0,Reggie Hearn,Northwestern,,95,63,20.2,2.3,5.1,.457,1.5,2.8,.541,0.8,2.3,.353,1.6,2.1,.752,0.7,2.1,2.8,1.0,0.6,0.2,1.2,1.9,7.1,,7.17
0,Jodie Meeks,Kentucky,,81,42,27.7,4.8,10.9,.436,2.6,5.2,.491,2.2,5.7,.386,3.7,4.1,.890,0.7,2.4,3.0,1.6,1.1,0.1,1.8,1.6,15.4,,7.77
0,Steve Burtt,Iona,,121,79,34.3,8.3,15.9,.522,,,,,,,4.4,6.0,.726,,,3.5,2.5,1.7,0.6,3.4,2.8,20.9,,-0.88
0,Eddie Basden,Charlotte,,118,79,27.2,3.1,6.3,.491,2.7,5.3,.518,0.4,1.0,.353,2.5,3.6,.687,2.4,4.1,6.5,2.7,2.2,0.2,2.1,2.1,9.0,,6.08
0,Bill Curley,Boston College,,126,61,32.7,5.9,10.4,.565,5.9,10.4,.567,0.0,0.0,.000,4.9,6.3,.780,,,7.9,1.3,1.0,0.7,2.4,3.2,16.7,,7.72
0,Draymond Green,Michigan State,,145,66,25.0,3.7,8.0,.467,3.1,6.3,.496,0.6,1.7,.361,2.3,3.4,.687,2.0,5.6,7.6,2.9,1.2,0.8,1.9,2.7,10.5,,9.76
0,Anthony Goldwire,Houston,,57,56,36.9,5.0,11.9,.417,3.9,8.2,.472,1.1,3.7,.294,4.6,5.8,.796,,,3.4,5.9,2.0,0.1,3.5,2.4,15.6,,2.02
0,Lamar Odom,Rhode Island,,32,32,34.9,6.3,13.2,.482,5.3,10.0,.530,1.0,3.1,.330,3.9,5.7,.687,,,9.4,3.8,0.8,1.5,3.4,2.9,17.6,,5.59
0,Stacey Augmon,UNLV,,145,36,29.5,5.2,9.4,.555,4.6,7.8,.583,0.7,1.6,.420,2.8,4.1,.677,,,6.9,3.0,1.9,0.9,2.2,2.6,13.9,,6.52
0,Larry Bird*,Indiana State,,94,34,36.9,12.3,23.0,.533,,,,,,,5.8,7.0,.822,,,13.3,4.6,2.6,0.9,,1.8,30.3,,0.06
0,Norris Cole,Cleveland State,,140,106,29.4,4.8,11.1,.435,3.8,8.0,.480,1.0,3.1,.321,3.5,4.2,.826,0.6,2.5,3.2,3.3,1.5,0.1,2.0,2.2,14.1,,1.92
0,Ashraf Amaya,Southern Illinois,,128,120,32.2,5.3,9.4,.567,5.2,9.0,.581,0.1,0.4,.229,3.8,5.8,.659,,,8.9,0.6,1.1,1.2,1.9,3.3,14.6,,0.74
0,Kevin Brooks,Louisiana,,116,57,37.4,7.6,14.6,.522,6.3,11.5,.552,1.3,3.1,.409,3.3,4.2,.774,,,6.2,1.7,0.6,0.4,2.3,1.9,19.8,,-1.72
0,Mikki Moore,Nebraska,,114,86,25.0,3.3,5.9,.553,3.3,5.8,.559,0.0,0.1,.250,2.1,3.1,.655,,,5.8,0.9,0.8,2.1,1.7,2.8,8.6,,6.84
0,Pierre Jackson,Baylor,,74,55,32.8,5.3,11.9,.441,3.1,6.4,.496,2.1,5.6,.379,4.0,5.0,.808,0.8,2.5,3.3,6.5,1.6,0.0,3.5,2.3,16.7,,7.58
0,Ryan Anderson,California,,66,66,33.0,6.3,13.1,.484,4.5,8.5,.532,1.8,4.7,.396,4.2,5.0,.841,2.7,6.3,9.0,1.0,0.5,0.5,1.8,2.5,18.7,,8.56
0,Josh Howard,Wake Forest,,127,119,27.8,5.1,10.5,.483,4.2,8.1,.522,0.9,2.4,.353,2.9,4.0,.708,,,6.6,1.9,1.7,1.1,2.2,2.9,13.9,,9.17
0,Walter McCarty,Kentucky,,103,69,20.5,3.4,6.6,.515,2.7,4.8,.557,0.7,1.8,.401,1.6,2.4,.684,,,5.1,1.8,0.9,1.0,1.8,2.7,9.2,,9.71
0,Sherman Douglas,Syracuse,,138,110,29.6,5.8,10.7,.538,,,.568,,,.332,2.9,4.1,.695,,,2.2,7.0,1.7,0.1,3.0,1.7,14.9,,8.16
0,Lucious Harris,Long Beach State,,122,31,34.3,6.4,13.9,.458,4.6,9.1,.508,1.7,4.8,.362,4.5,6.2,.727,,,4.8,2.4,1.6,0.2,2.1,2.0,19.0,,3.39
0,Eddie Johnson,Auburn,,102,,,7.7,17.4,.444,,,,,,,4.0,5.0,.801,,,3.6,4.9,2.4,,4.7,3.1,19.5,,5.32
0,Ben Simmons,LSU,,33,32,34.9,6.5,11.7,.560,6.5,11.6,.561,0.0,0.1,.333,6.0,9.0,.670,3.1,8.6,11.8,4.8,2.0,0.8,3.4,2.8,19.2,,7.00
0,Brandan Wright,UNC,,37,37,27.4,6.2,9.5,.646,6.2,9.5,.646,0.0,0.0,,2.4,4.2,.567,2.1,4.1,6.2,1.0,1.0,1.8,1.6,1.5,14.7,,9.30
0,Scott Hastings,Arkansas,,120,,32.3,5.5,10.2,.544,,,,,,,3.7,5.0,.748,,,5.7,1.3,0.9,0.6,2.4,3.2,14.8,,3.93
0,Tony Wroten,Washington,,35,27,30.3,5.7,12.8,.443,5.4,11.2,.483,0.3,1.6,.161,4.4,7.5,.583,2.3,2.7,5.0,3.7,1.9,0.4,3.8,2.7,16.0,,5.27
0,Jamison Brewer,Auburn,,58,33,23.2,2.1,4.5,.456,1.8,3.5,.525,0.2,1.0,.220,1.3,2.5,.527,,,4.7,4.1,1.1,0.1,2.2,1.3,5.7,,7.67
0,John Paxson,Notre Dame,,112,86,32.7,5.0,9.5,.526,,,,,,,2.2,3.0,.736,,,1.8,3.7,1.2,0.1,,2.0,12.2,,3.52
0,Johnny Dawkins,Duke,,133,133,35.7,7.7,15.2,.508,,,.522,,,.352,3.6,4.6,.790,,,4.0,4.2,1.3,0.2,3.1,2.0,19.2,,7.55
0,Zabian Dowdell,Virginia Tech,,122,118,34.0,5.1,11.9,.430,3.4,7.2,.471,1.7,4.7,.367,2.7,3.6,.745,0.7,2.6,3.2,3.1,2.0,0.2,2.2,1.8,14.6,,5.77
0,Robert Parish*,Centenary (LA),,108,52,33.0,9.6,17.0,.564,,,,,,,2.5,3.8,.655,,,16.9,1.5,,,,3.3,21.6,,-4.58
0,Andre Roberson,Colorado,,105,65,28.3,3.6,7.1,.516,3.2,5.7,.555,0.5,1.4,.350,1.9,3.2,.582,2.9,7.0,10.0,1.1,1.6,1.4,1.7,2.6,9.6,,6.43
0,Alvin Williams,Villanova,,131,85,30.0,3.7,8.4,.443,2.7,5.5,.493,1.0,2.9,.350,2.4,3.4,.726,,,3.7,4.2,1.5,0.3,2.3,2.6,10.9,,10.04
0,Mike Smrek,Canisius,,108,34,23.3,3.7,6.4,.578,,,,,,,1.7,2.9,.603,,,5.2,0.8,0.3,1.6,2.1,3.1,9.1,,-4.61
0,Justin Wright-Foreman,Hofstra,,125,82,28.1,6.6,13.6,.483,4.3,7.8,.555,2.2,5.7,.386,3.3,4.1,.811,0.4,2.6,2.9,2.1,0.7,0.2,1.7,1.6,18.6,,-1.81
0,Derrick Phelps,UNC,,132,103,24.5,2.6,5.7,.448,2.1,4.3,.488,0.4,1.4,.322,1.8,2.4,.718,,,3.3,4.8,1.9,0.1,2.6,1.8,7.3,,10.41
0,DeJuan Blair,Pitt,,72,71,26.6,5.5,9.6,.568,5.5,9.6,.568,0.0,0.0,,2.7,4.3,.614,4.7,6.0,10.7,1.1,1.6,1.0,1.6,2.8,13.6,,8.23
0,Jay Humphries,Colorado,,112,84,34.5,4.7,9.4,.498,,,,,,,2.3,3.2,.696,,,2.8,5.0,2.8,0.2,2.6,3.1,11.7,,7.02
0,Greg Buckner,Clemson,,122,122,32.4,5.6,11.0,.504,5.2,9.5,.540,0.4,1.5,.276,2.8,4.3,.665,,,4.9,2.1,1.5,0.3,1.5,2.6,14.4,,9.48
0,Omar Cook,St. John's (NY),,29,29,38.2,4.9,13.5,.360,2.5,5.9,.424,2.3,7.6,.309,3.3,4.4,.742,0.6,2.4,3.0,8.7,2.3,0.2,5.1,2.8,15.3,,8.27
0,DeMarcus Nelson,Duke,,124,74,26.2,3.8,8.2,.466,2.8,5.5,.511,1.0,2.7,.373,2.1,3.7,.586,1.4,3.5,4.9,1.8,1.2,0.3,2.1,2.1,10.8,,9.64
0,Mike Harris,Rice,,121,85,28.7,6.5,10.7,.602,6.2,10.0,.620,0.3,0.8,.385,3.4,4.6,.731,3.1,6.1,9.2,1.0,1.1,1.0,1.8,2.3,16.6,,2.31
0,Rony Seikaly,Syracuse,,136,133,27.7,4.8,8.6,.560,,,.568,,,.000,3.0,5.3,.576,,,8.0,0.6,0.6,2.3,2.0,3.3,12.6,,7.61
0,Paul Mokeski,Kansas,,89,76,26.4,4.4,9.1,.488,,,,,,,1.7,2.6,.683,,,7.6,1.0,0.9,1.5,,3.6,10.6,,3.80
0,Robert Werdann,St. John's (NY),,107,34,28.0,3.6,7.3,.494,3.6,7.3,.494,0.0,0.0,.333,2.4,3.6,.689,,,7.0,1.2,1.0,1.8,2.6,3.7,9.7,,8.55
0,David Lee,Florida,,127,95,25.0,4.3,7.4,.581,4.3,7.3,.584,0.0,0.0,.000,2.8,4.0,.681,2.2,4.6,6.8,2.0,0.9,0.9,2.1,2.2,11.3,,8.11
0,Gary Harris,Michigan State,,69,67,31.0,5.0,11.4,.440,2.9,5.7,.503,2.1,5.6,.376,2.7,3.5,.788,1.0,2.3,3.3,2.0,1.6,0.3,1.6,2.0,14.9,,9.96
0,Damian Lillard,Weber State,,104,98,32.3,5.6,12.6,.446,3.3,6.5,.497,2.4,6.1,.390,5.0,5.8,.867,0.4,3.9,4.3,3.5,1.2,0.2,2.4,2.1,18.6,,-2.21
0,Bobby Jones,UNC,,92,,,5.7,9.3,.608,,,,,,,2.4,3.7,.641,,,8.9,3.1,,,,2.6,13.7,,6.83
0,Jason Collins,Stanford,,73,45,22.0,3.6,5.9,.612,3.4,5.5,.623,0.2,0.4,.444,3.4,4.8,.716,,,6.6,0.8,0.5,1.2,1.5,2.3,10.8,,8.87
0,Clint McDaniel,Arkansas,,125,59,20.2,2.6,6.2,.425,1.6,3.4,.486,1.0,2.8,.352,1.8,2.4,.737,,,2.3,1.8,1.8,0.1,1.3,2.2,8.1,,8.62
0,Glenn Robinson,Purdue,,62,62,35.1,9.9,20.7,.479,8.1,16.0,.507,1.8,4.6,.385,5.9,7.7,.773,,,9.7,1.9,1.8,1.0,3.9,2.7,27.5,,9.77
0,Ryan Broekhoff,Valparaiso,,134,107,27.2,3.8,8.2,.464,1.9,3.6,.536,1.9,4.6,.408,2.4,2.9,.818,1.4,4.9,6.3,1.8,1.0,0.7,1.4,1.8,11.9,,0.23
0,Emanual Davis,Delaware State,,72,24,33.5,5.7,12.3,.465,3.6,6.5,.552,2.1,5.8,.368,4.1,5.7,.725,,,5.3,5.3,2.5,0.6,3.9,1.5,17.6,,-11.61
0,Bill Cartwright,San Francisco,,111,,31.9,7.5,12.7,.589,,,,,,,4.1,5.6,.734,,,10.2,1.4,,,,2.8,19.1,,1.85
0,Evric Gray,UNLV,,92,53,23.2,4.0,8.2,.492,3.1,5.6,.564,0.9,2.6,.336,2.2,3.2,.684,,,5.6,2.2,0.8,1.0,,,11.1,,3.71
