,Player,* = NCAA Tournament appearance,Conference,Games,Games Started,Minutes Played Per Game,Field Goals Per Game,Field Goal Attempts Per Game,Field Goal Percentage,2-Point Field Goals Per Game,2-Point Field Goal Attempts Per Game,2-Point Field Goal Percentage,3-Point Field Goals Per Game,3-Point Field Goal Attempts Per Game,3-Point Field Goal Percentage,Free Throws Per Game,Free Throw Attempts Per Game,Free Throw Percentage,Offensive Rebounds Per Game,Defensive Rebounds Per Game,Total Rebounds Per Game,Assists Per Game,Steals Per Game,Blocks Per Game,Turnovers Per Game,Personal Fouls Per Game,Points Per Game, ,"Strength of ScheduleA rating of strength of schedule. The rating is denominated in points above/below average, where zero is average. Non-Division I games are excluded from the ratings."
0,Troy Williams,Centenary (LA),,37,37,9.2,0.6,0.9,.618,0.6,0.9,.618,0.0,0.0,,0.3,0.4,.733,,,1.9,0.1,0.2,0.3,,,1.4,,-2.12
0,Robert Reid,St. Mary's (TX),,109,,,5.9,11.6,.511,,,,,,,2.0,2.7,.752,,,7.6,,,,,,13.8,,
0,Derrick Chievous,Missouri,,130,118,32.8,6.9,13.2,.522,,,.529,,,.455,5.9,7.4,.793,,,7.5,1.6,1.2,0.1,2.4,2.3,19.8,,7.43
0,Roy Tarpley,Michigan,,122,83,26.5,5.2,9.9,.522,,,,,,,2.8,3.6,.774,,,7.8,1.1,0.8,2.1,2.1,2.6,13.1,,7.68
0,Jacque Vaughn,Kansas,,126,125,30.2,3.0,6.6,.459,2.2,4.5,.496,0.8,2.2,.383,2.7,3.7,.708,,,3.0,6.4,1.3,0.1,2.8,2.2,9.6,,8.45
0,Ricky Blanton,LSU,,129,,27.6,4.5,8.5,.532,,,.530,,,.411,2.3,3.1,.729,,,5.9,2.4,0.8,0.1,1.8,2.0,11.6,,8.59
0,Dennis Scott,Georgia Tech,,99,98,37.2,7.5,16.6,.452,4.0,8.2,.483,3.5,8.4,.422,2.8,3.6,.777,,,5.3,2.9,1.5,0.5,2.3,2.1,21.4,,8.65
0,Nate Wolters,South Dakota State,,127,109,33.1,6.1,13.5,.450,4.8,9.9,.490,1.2,3.6,.342,5.1,6.4,.803,0.9,3.8,4.7,5.3,1.5,0.2,2.2,1.8,18.5,,-3.55
0,Kyrie Irving,Duke,,11,8,27.5,5.0,9.5,.529,3.4,5.9,.569,1.6,3.5,.462,5.8,6.5,.901,0.5,2.8,3.4,4.3,1.5,0.5,2.5,2.1,17.5,,8.32
0,Gerald Wilkins,Chattanooga,,85,84,34.2,7.1,13.9,.514,,,.517,,,.167,2.8,4.2,.655,,,4.1,1.7,1.5,0.2,2.5,2.2,17.0,,-2.05
0,Trey Burke,Michigan,,73,71,35.7,6.0,13.3,.450,4.2,8.3,.499,1.8,5.0,.367,3.1,4.0,.777,0.6,2.7,3.3,5.7,1.3,0.5,2.5,1.7,16.9,,9.51
0,Steve Goodrich,Princeton,,112,54,24.9,4.2,7.1,.588,3.6,5.7,.638,0.6,1.4,.388,1.8,2.6,.695,,,3.6,2.1,0.6,0.8,2.3,2.2,10.8,,-4.24
0,Glen Rice,Michigan,,134,101,29.8,7.5,13.1,.569,,,.591,,,.480,2.3,2.8,.797,,,6.4,2.0,0.8,0.3,1.8,1.9,18.2,,9.85
0,Dan O'Sullivan,Fordham,,113,60,26.6,3.6,7.2,.501,3.6,7.2,.502,0.0,0.0,.000,2.3,3.7,.634,,,6.0,1.2,0.4,0.5,,,9.5,,-2.26
0,Mookie Blaylock,Oklahoma,,74,,36.6,6.9,15.2,.457,4.6,9.1,.509,2.3,6.0,.379,1.9,2.9,.668,,,4.4,6.3,3.8,0.3,2.7,2.3,18.1,,8.93
0,Duane Ferrell,Georgia Tech,,127,122,31.3,5.7,10.6,.537,,,.533,,,.345,2.9,4.0,.733,,,5.4,2.3,0.9,0.4,2.3,2.5,14.3,,8.89
0,Michael Jackson,Georgetown,,131,82,27.6,3.6,7.6,.478,,,,,,,2.5,3.1,.805,,,1.7,5.1,1.3,0.0,2.7,2.5,9.8,,5.93
0,Zach Randolph,Michigan State,,33,8,19.8,4.2,7.1,.587,4.2,7.1,.590,0.0,0.0,.000,2.4,3.8,.635,3.1,3.6,6.7,1.0,0.7,0.7,1.6,1.8,10.8,,9.54
0,Clifford Robinson,UConn,,109,18,28.0,5.7,12.7,.452,,,.466,,,.333,3.7,5.8,.641,,,6.1,1.2,1.0,1.1,2.4,3.2,15.3,,5.82
0,Bruno Fernando,Maryland,,64,53,26.4,4.5,7.6,.595,4.5,7.4,.603,0.1,0.2,.308,2.9,3.8,.763,2.3,6.5,8.7,1.4,0.5,1.6,2.3,2.8,12.0,,9.02
0,Myron Brown,UMKC,,42,22,16.1,1.7,3.0,.547,1.7,3.0,.547,0.0,0.0,,1.0,1.6,.657,,,3.8,0.5,0.3,0.2,1.0,2.1,4.4,,-4.27
0,Jack Cooley,Notre Dame,,123,66,19.8,3.2,5.3,.601,3.2,5.3,.601,0.0,0.0,.500,1.9,2.8,.663,2.8,3.6,6.4,0.5,0.4,0.9,0.9,2.0,8.3,,7.09
0,Jonny Flynn,Syracuse,,73,73,36.5,5.6,12.2,.460,4.2,8.1,.525,1.4,4.2,.333,4.0,5.1,.782,0.6,2.1,2.7,6.0,1.5,0.2,3.1,1.5,16.6,,8.72
0,Eric Murdock,Providence,,117,20,31.2,5.9,13.5,.435,4.4,9.4,.470,1.4,4.1,.354,4.1,5.2,.784,,,4.3,4.2,3.2,0.3,2.8,2.9,17.3,,7.26
0,Dave Hoppen,Nebraska,,111,111,33.4,7.2,12.1,.600,,,,,,,5.0,6.5,.772,,,7.0,1.3,0.6,0.5,2.1,3.3,19.5,,6.54
0,Jason Caffey,Alabama,,119,79,24.3,4.1,8.1,.509,4.1,7.9,.514,0.0,0.2,.222,2.2,3.8,.578,,,6.3,1.0,0.6,0.6,2.4,2.4,10.4,,6.94
0,Collin Sexton,Alabama,,33,32,29.9,5.9,13.3,.447,4.6,9.3,.495,1.3,4.0,.336,5.9,7.6,.778,1.0,2.7,3.8,3.6,0.8,0.1,2.8,2.5,19.2,,10.64
0,D'Angelo Russell,Ohio State,,35,34,33.9,6.6,14.7,.449,3.9,8.1,.479,2.7,6.6,.411,3.4,4.5,.756,1.0,4.7,5.7,5.0,1.6,0.3,2.9,2.1,19.3,,7.37
0,Torgeir Bryn,Texas State,,61,,28.7,6.1,12.1,.505,6.1,12.0,.508,0.0,0.0,.000,3.7,5.1,.730,,,8.2,0.8,0.6,1.7,1.9,2.9,15.9,,-5.29
0,Salim Stoudamire,Arizona,,129,117,29.8,4.8,10.1,.471,2.1,4.3,.488,2.7,5.8,.458,3.0,3.5,.870,0.4,1.8,2.2,2.0,0.8,0.1,2.0,2.2,15.2,,9.02
0,Francisco Elson,California,,58,42,19.1,2.3,4.8,.477,2.3,4.8,.477,0.0,0.0,,0.9,1.7,.510,,,5.0,0.5,0.8,1.2,1.2,2.9,5.5,,7.92
0,Anthony Mason,Tennessee State,,111,,33.6,7.1,15.3,.461,,,.453,,,.438,4.1,5.7,.713,,,8.1,2.4,1.3,0.4,3.0,2.5,18.7,,-5.22
0,Mike Taylor,Iowa State,,31,30,35.0,5.3,14.2,.376,2.8,7.3,.391,2.5,6.9,.360,2.8,4.2,.682,0.7,3.4,4.1,4.5,1.1,0.1,5.4,2.9,16.0,,5.19
0,Mychal Mulder,Kentucky,,56,2,7.6,1.0,2.7,.376,0.3,0.7,.463,0.7,1.9,.343,0.3,0.3,.933,0.4,0.9,1.3,0.4,0.2,0.1,0.2,0.6,2.9,,9.67
0,Eric Snow,Michigan State,,113,87,25.2,2.4,4.6,.521,2.2,4.0,.565,0.2,0.7,.263,0.9,2.0,.459,,,2.6,5.3,1.3,0.1,2.3,2.2,5.9,,9.81
0,Steve Francis,Maryland,,34,33,30.7,6.0,11.5,.523,4.7,8.1,.580,1.3,3.4,.388,3.6,4.6,.790,,,4.5,4.5,2.8,0.2,3.0,2.8,17.0,,9.10
0,Tony Bradley,UNC,,38,0,14.6,2.7,4.7,.573,2.7,4.7,.573,0.0,0.0,,1.7,2.8,.619,2.6,2.6,5.1,0.6,0.3,0.6,0.7,1.8,7.1,,11.76
0,Bobby Brown,Cal State Fullerton,,116,103,34.2,6.0,13.9,.428,3.3,6.9,.480,2.6,7.0,.377,2.3,2.9,.789,0.5,2.0,2.5,4.4,1.3,0.1,3.1,2.2,16.9,,-2.50
0,Dell Curry,Virginia Tech,,126,32,33.9,8.1,16.0,.505,,,.480,,,.571,2.7,3.5,.785,,,4.8,3.2,2.3,0.6,3.1,2.6,18.9,,4.23
0,Doc Rivers,Marquette,,89,82,32.8,5.8,12.2,.478,,,,,,,2.2,3.6,.615,,,3.3,4.6,2.3,0.5,,3.0,13.9,,4.13
0,Shamorie Ponds,St. John's (NY),,96,96,35.2,6.6,15.1,.436,4.6,9.1,.507,1.9,5.9,.328,4.4,5.2,.840,1.1,3.4,4.5,4.3,2.3,0.2,2.2,1.8,19.5,,8.19
0,DeVaughn Akoon-Purcell,Illinois State,,60,48,27.2,4.6,10.7,.428,3.8,8.0,.472,0.8,2.7,.301,3.5,4.7,.739,1.7,3.6,5.3,1.6,1.0,0.3,2.3,1.9,13.5,,2.73
0,Dontonio Wingfield,Cincinnati,,29,26,28.8,5.6,13.2,.422,4.1,9.5,.429,1.5,3.8,.404,3.3,5.0,.669,,,9.0,2.0,1.3,0.4,2.8,3.1,16.0,,6.18
0,Dan McClintock,Northern Arizona,,115,32,19.0,4.7,7.5,.632,4.7,7.5,.632,0.0,0.0,.000,2.4,3.7,.652,,,4.2,0.7,0.3,1.7,1.8,2.2,11.9,,-3.00
0,Ben Handlogten,Western Michigan,,109,90,26.0,4.1,7.7,.534,4.1,7.7,.533,0.0,0.0,1.000,2.4,3.8,.641,,,7.6,1.1,1.3,1.1,2.4,3.0,10.7,,0.12
0,Evan Turner,Ohio State,,101,94,32.8,5.3,10.6,.502,4.8,9.1,.525,0.5,1.5,.362,3.8,5.0,.758,1.5,5.3,6.8,4.1,1.6,0.7,3.5,2.7,15.0,,7.86
0,Corsley Edwards,Central Connecticut,,123,86,27.6,5.3,10.4,.509,5.3,10.4,.510,0.0,0.0,.000,3.5,5.0,.688,,,7.9,0.8,0.9,1.6,2.1,,14.1,,-9.85
0,Melvin Turpin,Kentucky,,123,95,27.0,5.1,8.6,.591,,,,,,,2.1,3.0,.696,,,5.9,0.6,0.6,1.8,1.7,2.6,12.3,,9.03
0,Nick Fazekas,Nevada,,131,119,30.1,6.9,12.9,.532,6.0,10.3,.579,0.9,2.6,.341,4.2,5.1,.815,2.5,7.1,9.6,1.3,0.7,1.5,1.7,2.0,18.8,,3.05
0,Oliver Lafayette,Houston,,64,63,34.4,4.9,13.6,.359,2.4,5.8,.409,2.5,7.8,.322,2.7,3.8,.725,1.3,3.7,5.1,2.5,2.9,0.2,2.0,2.8,15.0,,2.54
0,Al Horford,Florida,,109,100,25.7,3.9,6.6,.586,3.9,6.6,.589,0.0,0.0,.000,2.5,4.1,.619,2.3,5.6,7.9,1.7,0.9,1.7,1.6,2.5,10.3,,6.65
0,Khyri Thomas,Creighton,,102,95,27.2,4.2,8.2,.511,2.9,5.1,.578,1.3,3.2,.406,1.5,2.1,.719,1.1,3.5,4.6,2.5,1.4,0.3,1.6,1.8,11.2,,7.83
0,Jared Reiner,Iowa,,109,79,18.3,2.0,4.0,.492,2.0,4.0,.492,0.0,0.0,,1.7,2.5,.704,1.6,3.0,4.7,0.9,0.3,0.8,1.6,2.4,5.7,,7.65
0,Randy Allen,Florida State,,115,114,31.2,5.1,10.5,.491,,,.465,,,.000,2.2,3.6,.615,,,6.4,0.6,1.0,0.9,1.4,3.2,12.5,,6.48
0,Donald Sloan,Texas A&M,,138,103,28.0,3.8,8.8,.428,2.9,6.3,.464,0.8,2.5,.336,2.7,3.6,.732,0.5,2.7,3.3,2.7,0.6,0.1,1.9,1.4,11.0,,7.13
0,Jordan Loyd,Furman,,28,13,21.0,2.0,5.4,.367,1.5,3.4,.427,0.5,1.9,.259,1.5,2.2,.661,0.7,2.8,3.5,1.8,0.5,0.1,1.6,2.2,5.9,,-4.60
0,Rod Strickland,DePaul,,87,50,33.1,6.6,12.3,.534,,,.562,,,.464,3.1,5.0,.626,,,3.4,6.4,2.3,0.2,2.9,2.1,16.6,,4.45
0,Andrae Patterson,Indiana,,121,100,24.7,4.3,8.9,.479,3.9,7.7,.504,0.4,1.2,.313,2.4,3.1,.755,,,5.7,1.3,0.9,1.0,2.2,3.0,11.3,,10.01
0,Derrick Alston,Duquesne,,114,52,33.0,6.5,11.6,.561,6.5,11.6,.562,0.0,0.0,.333,3.7,6.4,.576,,,7.7,1.3,1.2,2.0,3.0,3.5,16.7,,4.26
0,Derrick Rose,Memphis,,40,39,29.2,5.2,10.9,.477,4.3,8.3,.521,0.9,2.6,.337,3.7,5.1,.712,1.4,3.2,4.5,4.7,1.2,0.4,2.7,1.7,14.9,,5.76
0,Ty Lawson,UNC,,105,95,27.0,4.4,8.5,.517,3.3,5.9,.568,1.1,2.6,.403,3.2,4.1,.780,0.6,2.3,2.9,5.8,1.8,0.1,2.1,2.0,13.1,,8.59
0,Tony Mitchell,North Carolina A&T,,70,,,0.9,2.7,.333,0.6,1.5,.380,0.3,1.2,.274,0.3,0.6,.455,,,1.5,0.5,0.2,0.1,,0.3,2.4,,-10.52
0,Matthew Dellavedova,Saint Mary's,,136,132,36.4,4.3,10.5,.415,2.2,4.9,.456,2.1,5.6,.378,3.4,4.0,.860,0.8,2.6,3.4,5.6,1.1,0.1,2.5,1.9,14.2,,2.06
0,Danny Ainge,BYU,,118,,36.1,8.4,15.9,.526,,,,,,,4.2,5.1,.816,,,4.6,4.6,1.7,0.2,3.2,3.3,20.9,,4.42
0,Gerald Henderson,VCU,,103,,32.9,6.6,13.8,.481,,,,,,,1.7,2.8,.627,,,3.2,2.5,,,,2.6,15.0,,-6.46
0,Fred Jones,Oregon,,125,92,28.2,4.4,9.2,.481,3.3,5.7,.568,1.2,3.5,.338,3.1,3.9,.805,,,5.0,2.9,1.2,0.6,2.4,2.5,13.2,,8.05
0,RJ Barrett,Duke,,38,38,35.3,8.4,18.5,.454,6.5,12.2,.529,1.9,6.2,.308,3.9,5.9,.665,1.6,6.0,7.6,4.3,0.9,0.4,3.2,1.8,22.6,,11.98
0,Greg Oden,Ohio State,,32,31,28.9,5.9,9.6,.616,5.9,9.6,.616,0.0,0.0,,3.8,6.1,.628,3.5,6.0,9.6,0.7,0.6,3.3,2.0,2.7,15.7,,9.03
0,Marcus Derrickson,Georgetown,,89,73,25.7,3.3,7.2,.459,2.0,3.9,.513,1.3,3.3,.397,2.4,2.8,.856,1.7,4.0,5.6,1.4,0.5,0.6,1.7,2.9,10.3,,7.70
0,Alex Acker,Pepperdine,,88,80,34.4,5.1,11.2,.457,3.7,7.9,.476,1.4,3.3,.411,2.9,3.5,.823,1.5,4.1,5.6,2.8,1.5,0.4,2.6,1.9,14.5,,1.80
0,Vic Law,Northwestern,,125,112,30.3,3.8,9.6,.402,2.3,5.4,.427,1.5,4.2,.368,2.3,3.0,.774,1.1,4.6,5.7,2.0,1.0,0.6,1.7,2.7,11.5,,8.29
0,Grant Jerrett,Arizona,,34,2,17.8,1.9,4.5,.409,0.9,2.2,.413,0.9,2.3,.405,0.5,0.6,.818,1.1,2.5,3.6,0.5,0.5,1.0,0.6,1.3,5.2,,7.47
0,Bill Hanzlik,Notre Dame,,109,51,16.9,2.1,4.3,.500,,,,,,,1.6,2.1,.765,,,2.4,1.7,,,,2.2,5.9,,4.12
0,D.J. Augustin,Texas,,73,73,36.5,5.4,12.2,.443,3.8,8.2,.463,1.6,4.1,.402,4.4,5.5,.808,0.6,2.3,2.9,6.2,1.4,0.0,3.0,1.9,16.9,,7.35
0,Charles Smith,Pitt,,122,122,33.6,5.8,11.6,.500,,,.559,,,.273,5.1,6.8,.753,,,8.1,1.4,0.9,2.8,2.0,3.0,16.8,,6.89
0,Jerrod Mustaf,Maryland,,59,58,32.1,6.7,12.7,.525,6.4,12.1,.532,0.2,0.6,.389,3.1,4.0,.756,,,7.7,1.5,0.6,0.8,2.8,2.2,16.6,,7.74
0,Brad Miller,Purdue,,128,81,24.8,3.8,6.7,.572,3.8,6.5,.583,0.1,0.2,.259,4.2,5.6,.754,,,6.7,2.0,1.1,1.3,2.2,2.7,12.0,,8.59
0,Harry Giles,Duke,,26,6,11.5,1.7,3.0,.577,1.7,3.0,.577,0.0,0.0,,0.5,0.9,.500,1.6,2.3,3.8,0.3,0.3,0.7,0.7,2.2,3.9,,10.91
0,Wesley Matthews,Marquette,,127,118,30.2,4.0,9.1,.444,3.2,6.8,.480,0.8,2.3,.341,4.3,5.4,.799,1.6,3.4,4.9,2.1,1.2,0.3,2.2,2.3,13.2,,7.77
0,Austin Rivers,Duke,,34,33,33.2,5.1,11.8,.433,3.4,7.1,.477,1.7,4.7,.365,3.6,5.4,.658,0.6,2.8,3.4,2.1,1.0,0.0,2.3,2.2,15.5,,8.40
0,Larry Stewart,Coppin State,,91,63,36.0,7.4,11.5,.646,7.4,11.5,.647,0.0,0.0,.333,5.2,7.0,.737,,,11.6,1.2,1.1,1.6,2.6,,20.0,,-10.11
0,Andrew Wiggins,Kansas,,35,35,32.8,5.4,12.1,.448,4.2,8.5,.493,1.2,3.6,.341,5.0,6.5,.775,2.2,3.7,5.9,1.5,1.2,1.0,2.3,2.7,17.1,,11.40
0,Pete Myers,Little Rock,,64,61,34.5,6.1,12.3,.496,,,,,,,4.9,6.7,.736,,,7.5,3.2,1.6,0.5,3.1,3.3,17.1,,-5.30
0,Devin Green,Hampton,,123,117,31.2,5.0,11.0,.452,3.8,7.5,.500,1.2,3.5,.347,3.1,4.3,.736,2.0,4.2,6.2,2.2,1.4,0.6,2.8,2.5,14.3,,-9.77
0,JaMychal Green,Alabama,,123,114,27.2,5.0,9.6,.519,5.0,9.5,.524,0.0,0.1,.176,3.5,4.9,.711,3.0,4.4,7.4,1.2,1.0,1.7,2.5,3.2,13.5,,5.52
0,Sharrod Ford,Clemson,,118,87,23.9,3.8,7.1,.540,3.8,7.0,.543,0.0,0.0,.000,2.2,3.8,.570,2.6,3.8,6.5,0.6,0.5,1.5,1.9,2.7,9.8,,7.62
0,Justise Winslow,Duke,,39,39,29.1,4.4,9.1,.486,3.3,6.3,.516,1.2,2.8,.418,2.6,4.0,.641,1.3,5.2,6.5,2.1,1.3,0.9,1.8,2.8,12.6,,9.87
0,Matt Othick,Arizona,,129,48,24.3,2.3,5.4,.426,0.8,1.7,.498,1.5,3.8,.394,2.1,2.7,.766,,,2.1,4.3,1.1,0.1,,,8.2,,9.29
0,Rick Brunson,Temple,,124,32,33.2,3.9,10.4,.371,2.3,5.2,.449,1.5,5.2,.294,2.8,4.2,.658,,,3.9,3.8,2.0,0.1,2.1,1.9,12.0,,9.03
0,Earl Boykins,Eastern Michigan,,122,61,34.8,6.2,14.2,.439,4.7,10.0,.476,1.5,4.2,.353,4.2,5.2,.803,,,2.3,5.1,1.8,0.1,,,18.1,,2.50
0,Todd Fuller,NC State,,115,89,27.4,5.1,10.2,.498,4.9,9.7,.508,0.1,0.5,.309,3.5,4.3,.800,,,7.7,1.0,0.3,1.3,1.5,1.7,13.8,,8.63
0,JaJuan Johnson,Purdue,,140,119,27.5,5.0,10.1,.501,4.9,9.6,.512,0.1,0.4,.250,3.5,4.7,.743,2.0,4.1,6.1,0.7,0.7,1.9,1.3,1.8,13.7,,7.64
0,Dan Majerle,Central Michigan,,94,49,36.0,8.4,15.7,.536,,,.549,,,.431,4.4,7.0,.631,,,8.9,2.2,1.7,1.0,,2.4,21.8,,-0.50
0,John Turner,Georgetown,,32,27,21.3,2.3,4.9,.468,2.3,4.9,.468,0.0,0.0,,2.0,3.6,.552,,,6.2,0.9,0.6,0.5,1.3,2.0,6.6,,10.37
0,Alex Scales,Oregon,,62,59,30.8,5.5,12.9,.429,3.9,7.7,.501,1.7,5.2,.323,2.5,3.3,.758,,,5.1,2.8,1.1,0.6,2.9,2.1,15.3,,8.69
0,Pape Sow,Cal State Fullerton,,72,70,32.4,5.3,11.3,.468,5.0,10.4,.484,0.3,0.9,.294,4.9,7.3,.667,2.8,6.2,9.1,0.8,1.4,0.8,2.6,3.6,15.8,,-1.62
0,Sherron Collins,Kansas,,143,77,28.5,4.6,10.3,.444,3.0,6.0,.492,1.6,4.3,.377,2.4,3.0,.808,0.4,2.0,2.4,3.9,1.0,0.0,2.3,1.8,13.2,,7.80
0,Jaylen Nowell,Washington,,70,67,33.5,6.0,12.6,.476,4.7,9.4,.504,1.3,3.2,.396,2.8,3.5,.789,1.0,3.7,4.6,2.9,1.2,0.3,2.7,2.5,16.1,,6.54
0,Danny Young,Wake Forest,,122,93,28.5,3.7,7.9,.475,,,.483,,,.370,1.9,2.7,.708,,,1.9,4.0,1.6,0.2,1.7,1.9,9.6,,7.80
0,Trevor Ariza,UCLA,,25,23,31.6,4.3,10.0,.426,3.6,7.0,.509,0.7,3.0,.237,2.3,4.5,.504,2.4,4.0,6.5,2.1,1.7,0.4,3.2,2.8,11.6,,6.82
0,Josh Selby,Kansas,,26,11,20.4,2.8,7.4,.373,1.5,3.8,.384,1.3,3.6,.362,1.1,1.4,.757,0.4,1.8,2.2,2.2,0.8,0.0,2.0,1.7,7.9,,7.62
0,Paul Shirley,Iowa State,,109,46,20.3,2.6,4.7,.554,2.6,4.7,.554,0.0,0.0,.500,2.3,3.4,.684,,,5.1,0.6,0.6,0.4,1.4,2.4,7.5,,6.08
0,Anthony Bowie,Oklahoma,,72,70,34.1,5.6,11.0,.509,,,,,,,2.2,2.7,.787,,,5.2,5.0,1.6,0.3,2.2,2.8,13.4,,7.05
0,Allen Iverson*,Georgetown,,67,66,32.5,7.7,17.5,.440,5.9,11.7,.503,1.8,5.8,.314,5.8,8.5,.683,,,3.6,4.6,3.2,0.3,4.1,2.5,23.0,,8.12
0,Johnny Moore,Texas,,112,60,,5.4,11.9,.455,,,,,,,2.3,3.2,.733,,,4.0,8.3,,,,3.1,13.2,,1.73
0,Andre Barrett,Seton Hall,,122,122,35.2,5.1,12.4,.415,3.1,6.7,.469,2.0,5.7,.351,3.0,3.9,.773,0.9,2.8,3.7,5.4,1.4,0.1,2.9,1.9,15.3,,7.16
0,Malcolm Thomas,Louisiana-Monroe,,39,29,26.5,3.8,9.9,.387,2.6,6.6,.390,1.3,3.3,.380,1.8,2.4,.772,1.4,2.7,4.1,0.7,1.1,0.3,1.7,2.3,10.8,,-4.25
0,Quincy Acy,Baylor,,139,66,25.1,3.6,6.0,.602,3.6,6.0,.604,0.0,0.1,.429,2.5,3.6,.708,2.2,3.8,6.0,0.6,0.7,1.3,1.5,2.6,9.8,,7.20
0,Ronnie Brewer,Arkansas,,90,88,33.0,5.5,11.9,.462,4.3,8.5,.511,1.2,3.4,.340,3.6,5.4,.671,1.7,3.4,5.0,3.3,2.4,0.5,2.3,1.7,15.7,,5.35
0,Henry Turner,Cal State Fullerton,,114,78,27.1,4.5,9.6,.467,,,.468,,,.373,2.4,3.6,.673,,,5.5,1.6,1.1,0.4,1.8,2.3,11.7,,2.79
0,Stromile Swift,LSU,,50,40,26.6,5.1,9.0,.560,4.9,8.4,.585,0.2,0.7,.242,3.1,5.1,.613,,,7.0,0.7,1.3,2.6,2.5,2.6,13.4,,5.84
0,Greg Minor,Louisville,,95,34,32.0,4.7,9.3,.507,3.7,6.6,.566,1.0,2.7,.363,2.2,3.0,.739,,,5.6,2.4,1.3,0.3,1.5,1.6,12.6,,8.12
0,Cody Zeller,Indiana,,72,72,29.0,5.5,9.4,.592,5.5,9.3,.594,0.0,0.0,.000,5.0,6.6,.756,2.6,4.7,7.3,1.3,1.2,1.2,2.0,2.5,16.1,,8.09
0,Paul Watson,Fresno State,,135,128,29.7,3.4,8.3,.415,2.1,4.6,.457,1.3,3.7,.362,1.9,2.6,.706,0.9,3.5,4.4,0.9,0.8,0.7,1.5,2.8,10.1,,2.40
0,Bracey Wright,Indiana,,85,85,35.7,5.5,13.6,.405,3.3,7.4,.451,2.2,6.3,.350,4.4,5.7,.776,1.3,3.8,5.1,2.4,0.9,0.6,2.3,1.8,17.6,,9.25
0,Mike Batiste,Arizona State,,76,73,30.4,5.9,11.9,.497,5.3,9.9,.537,0.6,2.0,.301,2.3,3.5,.654,,,7.2,1.3,1.2,1.1,2.6,3.3,14.7,,7.76
0,Luke Walton,Arizona,,129,84,27.2,3.3,7.6,.426,2.8,5.9,.470,0.5,1.8,.284,2.1,3.1,.685,,,5.1,4.5,1.2,0.4,2.6,1.8,9.1,,10.92
0,Davon Reed,Miami (FL),,131,99,28.1,3.3,7.8,.430,1.8,3.9,.466,1.5,3.9,.395,2.0,2.6,.779,0.7,3.0,3.6,1.6,0.9,0.4,1.4,1.9,10.3,,8.24
0,Chasson Randle,Stanford,,144,142,33.3,5.3,12.3,.428,3.2,6.9,.462,2.1,5.5,.386,3.8,4.8,.806,0.5,2.8,3.3,2.5,1.2,0.1,2.3,2.7,16.5,,6.92
0,Eric Washington,Alabama,,112,72,25.6,4.7,10.9,.435,2.4,4.9,.494,2.3,6.1,.386,1.9,2.4,.785,,,5.0,1.0,1.3,0.5,1.7,2.0,13.7,,6.20
0,Brian Davis,Duke,,141,45,19.8,2.3,5.0,.465,2.2,4.7,.482,0.1,0.3,.205,2.1,3.0,.686,,,3.1,1.3,0.8,0.2,1.3,1.8,6.8,,9.45
0,Jaron Blossomgame,Clemson,,128,125,30.7,4.9,10.0,.488,4.1,7.7,.541,0.8,2.4,.316,3.0,4.1,.724,1.9,4.6,6.5,1.1,0.6,0.7,1.5,1.6,13.5,,7.50
0,Lionel Chalmers,Xavier,,123,99,31.7,4.2,9.8,.425,2.3,4.7,.483,1.9,5.1,.372,2.4,3.4,.716,0.5,2.4,2.9,3.3,1.3,0.1,2.7,2.2,12.7,,4.78
0,Ken Bannister,Indiana State,,27,,29.1,5.7,11.3,.503,,,,,,,2.6,4.3,.590,,,6.6,0.9,0.9,1.2,,3.8,13.9,,3.21
0,Steven Hill,Arkansas,,132,106,19.5,1.7,2.9,.589,1.7,2.9,.591,0.0,0.0,.000,0.6,1.2,.519,1.2,2.1,3.3,0.3,0.7,2.4,1.0,2.5,4.0,,6.31
0,Bubba Wells,Austin Peay,,105,99,31.8,8.3,15.9,.522,7.4,13.7,.541,0.9,2.2,.405,4.1,5.5,.747,,,6.9,2.0,1.3,0.9,2.4,2.4,21.6,,-5.12
0,Lawrence Moten,Syracuse,,121,118,34.2,6.9,14.3,.483,5.3,9.2,.576,1.6,5.2,.316,3.8,5.3,.716,,,4.9,2.5,1.8,0.7,2.6,2.3,19.3,,8.04
0,Jeff Turner,Vanderbilt,,117,29,28.4,4.4,8.8,.506,,,,,,,2.0,2.6,.772,,,5.3,1.2,0.5,0.2,2.0,3.2,10.9,,7.30
0,Randy Foye,Villanova,,131,128,31.3,5.2,13.1,.399,3.6,8.1,.441,1.6,4.9,.329,3.0,3.8,.781,1.4,3.4,4.8,3.2,1.5,0.4,2.9,2.7,15.0,,8.37
0,Cory Jefferson,Baylor,,130,76,19.9,3.3,6.1,.543,3.2,5.7,.556,0.1,0.4,.340,2.2,3.3,.660,1.9,3.7,5.6,0.4,0.3,1.3,0.8,1.7,8.9,,8.32
0,Branden Dawson,Michigan State,,130,122,26.6,4.4,7.8,.559,4.4,7.7,.564,0.0,0.1,.000,1.4,2.4,.558,2.5,4.4,6.9,1.4,1.3,1.1,1.7,1.6,10.1,,9.93
0,Lou Williams,Oklahoma,,5,0,7.2,1.2,3.4,.353,1.2,2.6,.462,0.0,0.8,.000,1.8,2.8,.643,,,0.6,1.0,0.2,0.0,1.0,0.8,4.2,,8.99
